timestamp,normalized_raw,rate_raw,envelope_raw,mean_raw,variance_raw,energy_raw,normalized_lms,rate_lms,envelope_lms,mean_lms,variance_lms,energy_lms
829501.0,-0.37736,83.85385,0.43758,-0.0075,0.20942,0.1424,-0.40432,28.11524,0.6056,-0.0969,0.20067,0.16347
829506.0,-0.7154,-67.60905,0.46536,-0.01458,0.21224,0.5118,-0.54817,-28.77136,0.59986,-0.10141,0.20066,0.30049
829511.0,-0.89744,-36.40782,0.50857,-0.02341,0.21775,0.80541,-0.53659,2.3165,0.59353,-0.10576,0.20051,0.28793
829516.0,-0.58358,62.77253,0.51607,-0.02901,0.21865,0.34057,-0.44973,17.37151,0.57915,-0.1092,0.19966,0.20226
829521.0,-0.95706,-74.69604,0.56017,-0.03829,0.22491,0.91597,-0.67133,-44.31964,0.58837,-0.11482,0.20076,0.45069
829526.0,-0.81341,28.72986,0.5855,-0.04604,0.22855,0.66164,-0.45186,43.89449,0.57472,-0.11819,0.19987,0.20418
829531.0,-0.50599,61.48412,0.57755,-0.05064,0.22833,0.25603,-0.34421,21.53078,0.55167,-0.12045,0.19837,0.11848
829536.0,-0.88627,-76.05618,0.60842,-0.059,0.23289,0.78548,-0.51941,-35.04036,0.54844,-0.12444,0.19795,0.26978
829541.0,-0.68847,39.56018,0.61642,-0.06529,0.23445,0.47399,-0.28761,46.35947,0.52236,-0.12607,0.19623,0.08272
829546.0,-0.3922,59.25365,0.594,-0.06856,0.23315,0.15382,-0.25339,6.84317,0.49546,-0.12735,0.19443,0.06421
829551.0,-0.72389,-66.33782,0.60699,-0.07512,0.23503,0.52402,-0.35353,-20.02704,0.48127,-0.12961,0.19298,0.12498
829556.0,-0.54176,36.42645,0.60047,-0.07978,0.23481,0.2935,-0.05323,60.06081,0.43846,-0.12885,0.19111,0.00283
829561.0,-0.31912,44.52881,0.57233,-0.08218,0.23303,0.10184,-0.12805,-14.9655,0.40742,-0.12884,0.1892,0.0164
829566.0,-0.59799,-55.77559,0.5749,-0.08733,0.2333,0.3576,-0.24258,-22.90602,0.39094,-0.12998,0.18743,0.05885
829571.0,-0.30841,57.91602,0.54825,-0.08954,0.23145,0.09512,0.15821,80.15759,0.36767,-0.12709,0.18637,0.02503
829576.0,-0.10963,39.75729,0.50439,-0.08975,0.22914,0.01202,0.11754,-8.13344,0.34265,-0.12465,0.1851,0.01382
829581.0,-0.53032,-84.13809,0.50698,-0.09415,0.22875,0.28124,-0.16423,-56.35292,0.32481,-0.12504,0.18326,0.02697
829586.0,-0.2468,56.70424,0.48096,-0.09568,0.22669,0.06091,0.17143,67.13171,0.30947,-0.12208,0.18229,0.02939
829591.0,-0.05356,38.64712,0.43822,-0.09526,0.22444,0.00287,0.15772,-2.74224,0.2943,-0.11928,0.18123,0.02488
829596.0,-0.48015,-85.3187,0.44242,-0.09911,0.22365,0.23055,-0.04328,-40.20028,0.2692,-0.11852,0.17948,0.00187
829601.0,-0.20096,55.83921,0.41827,-0.10012,0.22152,0.04038,0.25086,58.82818,0.26736,-0.11483,0.17902,0.06293
829606.0,-0.01172,37.8487,0.37761,-0.09924,0.21938,0.00014,0.17098,-15.97616,0.25772,-0.11197,0.17803,0.02923
829611.0,-0.38282,-74.22084,0.37814,-0.10208,0.21797,0.14655,0.05257,-23.68176,0.23721,-0.11032,0.17652,0.00276
829616.0,-0.29331,17.90175,0.36965,-0.10399,0.21615,0.08603,0.25381,40.24717,0.23887,-0.10668,0.17605,0.06442
829621.0,-0.15315,28.0317,0.348,-0.10448,0.21401,0.02346,0.08828,-33.10584,0.22381,-0.10473,0.17466,0.00779
829626.0,-0.50863,-71.09592,0.36407,-0.10852,0.21347,0.25871,-0.10765,-39.18596,0.21219,-0.10476,0.17292,0.01159
829631.0,-0.34433,32.86061,0.36209,-0.11088,0.21188,0.11856,0.13858,49.24601,0.20483,-0.10233,0.17177,0.0192
829636.0,-0.07719,53.42878,0.3336,-0.11054,0.20978,0.00596,0.12635,-2.44502,0.19698,-0.10004,0.17056,0.01596
829641.0,-0.44054,-72.67079,0.3443,-0.11384,0.20874,0.19407,-0.16023,-57.31596,0.19331,-0.10064,0.16889,0.02567
829646.0,-0.102,67.70699,0.32007,-0.11372,0.20666,0.0104,0.14596,61.23668,0.18857,-0.09818,0.1678,0.0213
829651.0,0.07957,36.31495,0.29602,-0.11179,0.20496,0.00633,0.07652,-13.88799,0.17737,-0.09643,0.16642,0.00585
829656.0,-0.42141,-100.19694,0.30856,-0.11489,0.20385,0.17759,-0.23158,-61.62002,0.18279,-0.09778,0.16494,0.05363
829661.0,-0.02378,79.52601,0.28008,-0.11398,0.20189,0.00057,0.1679,79.89703,0.1813,-0.09512,0.16398,0.02819
829666.0,0.14992,34.74107,0.26706,-0.11134,0.20055,0.02248,0.06722,-20.13655,0.16989,-0.0935,0.1626,0.00452
829671.0,-0.23844,-77.67321,0.2642,-0.11261,0.19871,0.05686,-0.06993,-27.43017,0.1599,-0.09327,0.16098,0.00489
829676.0,0.20034,87.75743,0.25782,-0.10948,0.19768,0.04014,0.42643,99.27312,0.18655,-0.08807,0.16201,0.18185
829681.0,0.34986,29.90398,0.26702,-0.10489,0.19777,0.1224,0.29714,-25.85842,0.19761,-0.08422,0.16185,0.08829
829686.0,-0.06108,-82.18807,0.24643,-0.10445,0.19581,0.00373,0.04771,-49.88559,0.18262,-0.0829,0.1604,0.00228
829691.0,0.41906,96.02711,0.26369,-0.09921,0.19654,0.17561,0.61664,113.78487,0.22602,-0.0759,0.16359,0.38024
829696.0,0.30238,-23.33555,0.26756,-0.0952,0.19616,0.09143,0.32593,-58.14092,0.23601,-0.07188,0.16354,0.10623
829701.0,-0.16516,-93.50738,0.25732,-0.0959,0.19424,0.02728,0.01547,-62.09217,0.21396,-0.07101,0.16198,0.00024
829706.0,0.20531,74.0929,0.25212,-0.09288,0.19319,0.04215,0.4168,80.26656,0.23424,-0.06613,0.16269,0.17373
829711.0,0.23257,5.4521,0.25016,-0.08963,0.1923,0.05409,0.28888,-25.58471,0.23971,-0.06258,0.1623,0.08345
829716.0,-0.22832,-92.17683,0.24798,-0.09102,0.19056,0.05213,0.06803,-44.17016,0.22254,-0.06128,0.16084,0.00463
829721.0,0.45259,136.18082,0.26844,-0.08558,0.19155,0.20484,0.74699,135.79237,0.27498,-0.05319,0.16564,0.558
829726.0,0.45262,0.00714,0.28686,-0.0802,0.19247,0.20487,0.49519,-50.36072,0.297,-0.04771,0.16693,0.24521
829731.0,-0.03348,-97.22036,0.26152,-0.07973,0.19057,0.00112,0.2793,-43.17865,0.29523,-0.04444,0.16631,0.07801
829736.0,0.62639,131.97322,0.29801,-0.07267,0.19355,0.39236,0.99276,142.69321,0.36499,-0.03407,0.17519,0.98558
829741.0,0.60659,-3.96054,0.32886,-0.06588,0.19614,0.36795,0.68328,-61.89576,0.39682,-0.02689,0.17848,0.46688
