timestamp,normalized_raw,rate_raw,envelope_raw,mean_raw,variance_raw,energy_raw,normalized_lms,rate_lms,envelope_lms,mean_lms,variance_lms,energy_lms
1638765.0,0.31334,-64.61222,0.48855,0.08351,0.18913,0.09818,-0.06275,-62.99047,0.24379,0.04644,0.10498,0.00394
1638770.0,0.17032,-28.60306,0.45673,0.08438,0.18731,0.02901,0.07388,27.32483,0.2268,0.04671,0.10394,0.00546
1638775.0,0.1881,3.55502,0.42986,0.08542,0.18554,0.03538,-0.07343,-29.46153,0.21147,0.04551,0.10304,0.00539
1638780.0,-0.23292,-84.20236,0.41017,0.08223,0.18468,0.05425,-0.11541,-8.39581,0.20186,0.0439,0.10226,0.01332
1638785.0,0.33844,114.27093,0.40299,0.0848,0.18347,0.11454,0.09628,42.33844,0.1913,0.04442,0.10127,0.00927
1638790.0,-0.02654,-72.99657,0.36535,0.08368,0.18176,0.0007,-0.25521,-70.29898,0.19769,0.04143,0.10113,0.06513
1638795.0,-0.06048,-6.78739,0.33486,0.08224,0.18015,0.00366,-0.04424,42.19529,0.18235,0.04057,0.10019,0.00196
1638800.0,0.05516,23.12855,0.30689,0.08197,0.17835,0.00304,-0.12579,-16.31037,0.17669,0.03891,0.09946,0.01582
1638805.0,-0.20657,-52.34605,0.29686,0.07909,0.17739,0.04267,-0.02463,20.23143,0.16149,0.03827,0.09851,0.00061
1638810.0,0.36319,113.9522,0.30349,0.08193,0.1764,0.13191,0.17806,40.53889,0.16314,0.03967,0.09771,0.03171
1638815.0,-0.07846,-88.33113,0.28099,0.08032,0.17489,0.00616,0.1089,-13.83316,0.15772,0.04036,0.09678,0.01186
1638820.0,-0.03386,8.92097,0.25628,0.07918,0.17327,0.00115,0.30235,38.68977,0.17218,0.04298,0.09649,0.09141
1638825.0,0.00596,7.96289,0.23125,0.07845,0.17159,4e-05,0.1295,-34.5699,0.16791,0.04385,0.0956,0.01677
1638830.0,-0.54371,-109.9333,0.26249,0.07223,0.17367,0.29562,-0.07249,-40.39835,0.15837,0.04268,0.09477,0.00526
