timestamp,normalized_raw,rate_raw,envelope_raw,mean_raw,variance_raw,energy_raw,normalized_lms,rate_lms,envelope_lms,mean_lms,variance_lms,energy_lms
3525281.0,0.6641,135.32722,0.36405,0.07372,0.1547,0.44103,-0.02739,27.33619,0.23304,-0.05621,0.13235,0.00075
3525286.0,0.11886,-109.0489,0.33953,0.07418,0.15317,0.01413,-0.07175,-8.87254,0.21691,-0.05636,0.13103,0.00515
3525291.0,-0.19083,-61.91376,0.32466,0.07153,0.15233,0.03642,0.02471,19.28343,0.19769,-0.05555,0.12979,0.00061
3525296.0,0.24036,86.23975,0.31623,0.07321,0.15108,0.05777,0.07289,9.63696,0.18521,-0.05427,0.12865,0.00531
3525301.0,-0.25976,-100.02519,0.31058,0.06988,0.15066,0.06748,0.09517,4.45634,0.17621,-0.05278,0.12758,0.00906
3525306.0,0.00237,52.42567,0.27976,0.06921,0.1492,1e-05,0.34893,50.751,0.19348,-0.04876,0.12789,0.12175
3525311.0,0.14762,29.05002,0.26655,0.06999,0.14777,0.02179,0.13771,-42.2431,0.1879,-0.04689,0.12695,0.01896
3525316.0,-0.43162,-115.84773,0.28305,0.06498,0.14876,0.1863,0.10371,-6.80159,0.17948,-0.04539,0.1259,0.01075
3525321.0,0.5588,198.08389,0.31063,0.06991,0.14966,0.31225,0.31843,42.94515,0.19338,-0.04175,0.12594,0.1014
3525326.0,0.46625,-18.50929,0.32619,0.07388,0.1497,0.21739,0.05109,-53.46722,0.17915,-0.04082,0.12477,0.00261
3525331.0,-0.23773,-140.7959,0.31734,0.07076,0.14916,0.05652,-0.0228,-14.77807,0.16352,-0.04064,0.12352,0.00052
3525336.0,0.37724,122.99348,0.32333,0.07383,0.14858,0.14231,0.08831,22.22192,0.156,-0.03935,0.12245,0.0078
3525341.0,0.03734,-67.98024,0.29473,0.07346,0.14711,0.00139,-0.22307,-62.27724,0.1627,-0.04119,0.12156,0.04976
3525346.0,-0.44355,-96.17714,0.30962,0.06829,0.14826,0.19674,-0.20842,2.93041,0.16727,-0.04286,0.12061,0.04344
3525351.0,0.19467,127.64454,0.29812,0.06956,0.14693,0.0379,-0.07665,26.3532,0.15821,-0.0432,0.11942,0.00588
3525356.0,-0.30352,-99.63828,0.29866,0.06582,0.14683,0.09212,0.00044,15.41809,0.14243,-0.04276,0.11824,0.0
3525361.0,-0.39164,-17.62457,0.30796,0.06125,0.14741,0.15338,0.14778,29.46795,0.14297,-0.04086,0.11742,0.02184
3525366.0,-0.11376,55.57507,0.28854,0.0595,0.14624,0.01294,0.00608,-28.33922,0.12928,-0.04039,0.11626,4e-05
3525371.0,-0.66745,-110.73657,0.32643,0.05223,0.14996,0.44549,-0.01393,-4.00248,0.11775,-0.04012,0.11511,0.00019
3525376.0,-0.00215,133.05849,0.294,0.05169,0.14848,0.0,0.52709,108.20367,0.15868,-0.03445,0.11711,0.27782
3525381.0,0.14542,29.51555,0.27914,0.05262,0.14709,0.02115,0.29449,-46.52005,0.17226,-0.03116,0.117,0.08672
3525386.0,-0.43672,-116.42828,0.2949,0.04773,0.14796,0.19072,0.20318,-18.26169,0.17535,-0.02882,0.11637,0.04128
3525391.0,0.65095,217.53409,0.33051,0.05376,0.15005,0.42374,0.49585,58.53477,0.2074,-0.02357,0.1179,0.24587
3525396.0,0.45961,-38.26757,0.34342,0.05782,0.15016,0.21125,0.19644,-59.88297,0.20631,-0.02137,0.1172,0.03859
3525401.0,-0.15816,-123.5546,0.32489,0.05566,0.14912,0.02501,0.15399,-8.48911,0.20107,-0.01962,0.11633,0.02371
3525406.0,0.54235,140.10237,0.34664,0.06053,0.14995,0.29415,0.2158,12.36129,0.20255,-0.01726,0.11571,0.04657
3525411.0,0.18293,-71.88551,0.33027,0.06175,0.1486,0.03346,-0.11326,-65.81205,0.19362,-0.01822,0.11464,0.01283
3525416.0,-0.31676,-99.93742,0.32892,0.05797,0.14851,0.10034,-0.03392,15.86925,0.17765,-0.01838,0.1135,0.00115
3525421.0,0.22255,107.8623,0.31828,0.05961,0.14729,0.04953,0.02845,12.47285,0.16273,-0.01791,0.11238,0.00081
3525426.0,-0.37138,-118.78679,0.32359,0.0553,0.14764,0.13793,0.00393,-4.90281,0.14685,-0.01769,0.11126,2e-05
3525431.0,-0.45273,-16.26905,0.3365,0.05022,0.1487,0.20496,0.1498,29.17371,0.14714,-0.01602,0.11043,0.02244
