timestamp,normalized_raw,rate_raw,envelope_raw,mean_raw,variance_raw,energy_raw,normalized_lms,rate_lms,envelope_lms,mean_lms,variance_lms,energy_lms
8529539.0,0.06451,1.51369,0.08259,-0.06154,0.1081,0.00416,0.23155,0.87295,0.19605,-0.06492,0.11785,0.05362
8529544.0,0.06711,0.51975,0.08105,-0.06026,0.10718,0.0045,0.23671,1.03078,0.20012,-0.0619,0.11756,0.05603
8529549.0,0.07383,1.34376,0.08032,-0.05892,0.10628,0.00545,0.2457,1.79793,0.20468,-0.05882,0.11731,0.06037
8529554.0,0.07752,0.73785,0.08004,-0.05755,0.1054,0.00601,0.24579,0.0182,0.20879,-0.05578,0.11705,0.06041
8529559.0,0.0785,0.19651,0.07989,-0.05619,0.10453,0.00616,0.24869,0.57992,0.21278,-0.05273,0.11679,0.06185
8529564.0,0.08452,1.20369,0.08035,-0.05478,0.10368,0.00714,0.252,0.66283,0.2167,-0.04969,0.11653,0.06351
8529569.0,0.08496,0.08833,0.08081,-0.05339,0.10283,0.00722,0.25471,0.54181,0.2205,-0.04664,0.11627,0.06488
8529574.0,0.08975,0.95783,0.08171,-0.05196,0.10201,0.00806,0.26152,1.36153,0.2246,-0.04356,0.11604,0.06839
8529579.0,0.0917,0.38951,0.08271,-0.05052,0.10119,0.00841,0.25918,-0.46878,0.22806,-0.04053,0.11578,0.06717
8529584.0,0.09111,-0.11797,0.08355,-0.0491,0.10037,0.0083,0.26035,0.23501,0.23129,-0.03752,0.11551,0.06778
8529589.0,0.09573,0.92344,0.08476,-0.04765,0.09958,0.00916,0.26167,0.26322,0.23433,-0.03453,0.11523,0.06847
8529594.0,0.0949,-0.16618,0.08578,-0.04623,0.09878,0.00901,0.26257,0.18042,0.23715,-0.03156,0.11494,0.06894
8529599.0,0.09893,0.80599,0.08709,-0.04478,0.098,0.00979,0.26828,1.14191,0.24026,-0.02856,0.11468,0.07197
8529604.0,0.10018,0.25122,0.0884,-0.04333,0.09722,0.01004,0.26541,-0.57399,0.24278,-0.02562,0.11438,0.07044
8529609.0,0.09821,-0.39374,0.08938,-0.04191,0.09645,0.00965,0.26416,-0.25033,0.24492,-0.02273,0.11406,0.06978
8529614.0,0.10161,0.67874,0.09061,-0.04048,0.09569,0.01032,0.26332,-0.16673,0.24676,-0.01986,0.11372,0.06934
8529619.0,0.09967,-0.38797,0.09151,-0.03908,0.09492,0.00993,0.26229,-0.20617,0.24831,-0.01704,0.11336,0.0688
8529624.0,0.10159,0.3848,0.09252,-0.03767,0.09417,0.01032,0.26524,0.59046,0.25,-0.01422,0.11301,0.07035
8529629.0,0.10209,0.09896,0.09348,-0.03627,0.09342,0.01042,0.26143,-0.76305,0.25115,-0.01146,0.11262,0.06835
8529634.0,0.0998,-0.45636,0.09411,-0.03491,0.09266,0.00996,0.25984,-0.31833,0.25202,-0.00875,0.11222,0.06752
8529639.0,0.10218,0.47506,0.09492,-0.03354,0.09192,0.01044,0.25817,-0.33275,0.25263,-0.00608,0.11179,0.06665
