timestamp,normalized_raw,rate_raw,envelope_raw,mean_raw,variance_raw,energy_raw,normalized_lms,rate_lms,envelope_lms,mean_lms,variance_lms,energy_lms
8661879.0,0.04283,1.04819,0.04758,-0.03997,0.13199,0.00183,0.32992,0.4034,0.30128,-0.00774,0.14874,0.10884
8661884.0,0.04225,-0.11665,0.04705,-0.03915,0.13074,0.00178,0.32483,-1.01753,0.30363,-0.00441,0.14834,0.10551
8661889.0,0.04318,0.18623,0.04666,-0.03833,0.1295,0.00186,0.32893,0.82046,0.30616,-0.00108,0.14794,0.1082
8661894.0,0.04546,0.45635,0.04654,-0.03749,0.12827,0.00207,0.32657,-0.47304,0.3082,0.0022,0.14752,0.10665
8661899.0,0.0426,-0.57193,0.04615,-0.03669,0.12705,0.00181,0.32451,-0.41123,0.30983,0.00542,0.14706,0.10531
8661904.0,0.04673,0.82606,0.0462,-0.03586,0.12585,0.00218,0.32464,0.02629,0.31131,0.00861,0.14659,0.10539
8661909.0,0.04551,-0.2434,0.04614,-0.03504,0.12466,0.00207,0.3255,0.17263,0.31273,0.01178,0.14611,0.10595
8661914.0,0.04775,0.44708,0.0463,-0.03421,0.12348,0.00228,0.32989,0.8774,0.31445,0.01496,0.14564,0.10883
8661919.0,0.04858,0.16534,0.04652,-0.03339,0.12231,0.00236,0.32449,-1.08069,0.31545,0.01806,0.14512,0.10529
8661924.0,0.04665,-0.38553,0.04654,-0.03259,0.12115,0.00218,0.32373,-0.15122,0.31628,0.02111,0.14458,0.1048
8661929.0,0.04975,0.62058,0.04686,-0.03176,0.12001,0.00248,0.3217,-0.40729,0.31682,0.02412,0.14402,0.10349
8661934.0,0.0476,-0.42967,0.04693,-0.03097,0.11887,0.00227,0.31991,-0.35681,0.31713,0.02708,0.14344,0.10234
8661939.0,0.05051,0.58201,0.04729,-0.03015,0.11774,0.00255,0.32535,1.08707,0.31795,0.03006,0.14288,0.10585
8661944.0,0.05044,-0.01532,0.04761,-0.02935,0.11663,0.00254,0.31819,-1.43205,0.31798,0.03294,0.14226,0.10124
8661949.0,0.04807,-0.4733,0.04765,-0.02857,0.11552,0.00231,0.31584,-0.46995,0.31776,0.03577,0.14162,0.09975
8661954.0,0.05079,0.54446,0.04797,-0.02778,0.11443,0.00258,0.3131,-0.54641,0.3173,0.03854,0.14096,0.09803
8661959.0,0.04867,-0.4251,0.04804,-0.02702,0.11334,0.00237,0.31206,-0.20822,0.31677,0.04128,0.14029,0.09738
8661964.0,0.05236,0.73858,0.04847,-0.02622,0.11227,0.00274,0.31884,1.35522,0.31698,0.04405,0.13964,0.10166
8661969.0,0.05185,-0.10284,0.04881,-0.02544,0.11121,0.00269,0.31084,-1.59901,0.31637,0.04672,0.13894,0.09662
8661974.0,0.04946,-0.47756,0.04887,-0.02469,0.11015,0.00245,0.30773,-0.62326,0.3155,0.04933,0.13822,0.0947
8661979.0,0.0518,0.46761,0.04916,-0.02393,0.10911,0.00268,0.30436,-0.67316,0.31439,0.05188,0.13747,0.09264
8661984.0,0.04932,-0.49609,0.04918,-0.02319,0.10807,0.00243,0.30275,-0.32228,0.31322,0.05439,0.13671,0.09166
8661989.0,0.05383,0.90391,0.04964,-0.02242,0.10704,0.0029,0.31038,1.52582,0.31294,0.05695,0.13599,0.09634
8661994.0,0.05254,-0.25896,0.04993,-0.02167,0.10603,0.00276,0.30113,-1.85013,0.31176,0.05939,0.13521,0.09068
